All Monte Carlo Results:
Monte Carlo Run 1: 0.1129513879736331,0.2604709221537099,0.29979420794566547,0.5258798575700618,0.6051492661161766,0.7325612736732197,0.7472683419643911,0.8012010663462483,0.8034877148309907,0.9182710705933523,0.8562642563621525,1.1140920548814812,0.9935456745553821,1.0560875026902221,1.0870040534974805,1.030207424207144,1.1038316191452489,1.0948123808635049,1.101239777554527,1.264274889809441
Monte Carlo Run 2: 0.13464050484456155,0.1928581271056433,0.40831886128890765,0.48354033922432216,0.6282242011433758,0.7628078802288061,0.6821576974095547,0.7646344508836131,0.8483714566849343,0.9680070137129758,0.9697712000823084,0.9841789803857144,1.0301679831718986,1.0252498348893528,1.1095972429802345,1.2049522240353148,1.2849876918458163,1.1728436281611294,1.167548178474656,1.1197612908558292
Monte Carlo Run 3: 0.1337623721068725,0.24932129286302523,0.35709053854063305,0.5115925253889484,0.700175387519824,0.7485335246789053,0.8137026577987002,0.8942201184624987,0.8950018943314739,0.9995522804854036,0.8428978034763905,1.0367514379191922,1.0741790986895579,0.9490390764892247,0.9949874209760394,1.1983260502549316,1.138335171924128,1.242824572779842,1.237568085039064,1.1185826097558198
Monte Carlo Run 4: 0.11863511227730021,0.2900665663410431,0.3810035100413442,0.5194689015758619,0.7301869487812109,0.7490868309408671,0.7494369829143833,0.860043769013232,0.9020822870749381,0.9732198888921617,0.9430231693487818,1.0869598839043886,1.0469594243223508,1.0313262323378463,1.0449793580822675,1.0450714118016393,1.3033364757200365,1.2224276069293285,1.0804318267313582,1.2533524029010183
Monte Carlo Run 5: 0.10163115028266843,0.2846950069145974,0.41139941061216895,0.5282771984073984,0.642238862477046,0.7758646990869577,0.8081770546005963,0.7821255095890269,0.8572620580771384,1.027898809454996,0.9182099866959336,1.0313073417917378,1.0058562280317924,0.9277076114574114,1.1109016851207387,1.1531218899500237,1.0445462364955418,1.0202639220044283,1.1975366112860495,1.0457428803418447
Monte Carlo Run 6: 0.14248764881572326,0.31205261548273355,0.40259360577614134,0.5741985161336771,0.6543086120602165,0.6413372746404682,0.8294032655920647,0.8601767671278373,0.8814874503258181,0.9637089184660053,1.1239638798655243,1.0826223980439007,1.115092726705311,1.1537585496977891,1.115032051595934,1.0864635923477937,1.1341693463786133,1.2343169285278295,1.2161586960936412,1.1849768121689852
Monte Carlo Run 7: 0.10058112505748303,0.2215187100823864,0.3217416305117206,0.4766160705316561,0.6570560791805116,0.8353029002600932,0.849314459224644,0.8247444520691116,0.9249766862139984,1.0527256305642725,0.9706205765672833,1.1046480121872695,1.1067497332043268,0.9935010732710736,1.1606579434672437,1.069267749184947,1.1460207233303648,1.130482050560632,1.2053186724325589,1.3057767428894482
Monte Carlo Run 8: 0.1440577452378683,0.26172260537177444,0.40007343295835845,0.5520837543894646,0.6488941821444045,0.6444455377973446,0.8081334836751646,0.8544274791934625,0.8700771337738497,0.9898992912547475,1.096120890100224,1.1577644692008655,1.0153825934975718,1.111631953492027,1.0717233884517787,1.198293482684709,1.2188942023612657,1.145718970715205,1.2262939392672498,1.1354590089987577
Monte Carlo Run 9: 0.11937386404531036,0.2554894458146824,0.424581460746158,0.5604101743137526,0.5984612656715781,0.6978207996072543,0.7549572529258795,0.7812865267171869,0.921670815097791,1.00141092077273,1.1173806097754757,1.0595152982394345,0.9131835995029814,1.0575046789511848,1.1530882153696393,1.0976821510087453,1.1563250037553992,1.0932618954715734,1.1311944199814752,1.2380598809594727
Monte Carlo Run 10: 0.10838854279157903,0.20776952416539723,0.38222693403126523,0.4672804407112755,0.5666819272793486,0.5280740827795356,0.6583691885015951,0.8300430386688362,0.7634440420197807,0.9233798819337655,0.9393001413047104,0.9858990645961048,0.997835540423924,1.148708509563571,1.094854947522676,0.981405434292796,1.091069871070294,1.1009351700842493,1.1022810014667743,1.1796405515086061
